time;logger;level;message;exception
2012-01-12 21:43:33.6810;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 21:53:33.6836;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:03:33.6927;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:07:47.5160;Raven.Database.Server.HttpServer;Debug;Request #   9: GET     -    52 ms - <default>  - 200 - /databases/?noCache=1434597339;
2012-01-12 22:10:36.7263;Raven.Database.Server.HttpServer;Debug;Request #  10: GET     -   115 ms - <default>  - 200 - /stats?noCache=356534087;
2012-01-12 22:10:36.7263;Raven.Database.Server.HttpServer;Debug;Request #  11: GET     -   116 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1865467010;
2012-01-12 22:11:12.3683;Raven.Database.Server.HttpServer;Debug;Request #  12: GET     -   493 ms - <default>  - 200 - /stats?noCache=-241913652;
2012-01-12 22:11:12.3983;Raven.Database.Server.HttpServer;Debug;Request #  13: GET     -   518 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=884013484;
2012-01-12 22:13:33.6935;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:13:52.4605;Raven.Database.Server.HttpServer;Debug;Request #  14: GET     -    59 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1301457793;
2012-01-12 22:13:52.4605;Raven.Database.Server.HttpServer;Debug;Request #  15: GET     -    60 ms - <default>  - 200 - /stats?noCache=596953245;
2012-01-12 22:23:33.7001;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:33:33.6785;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:33:33.6985;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:33:33.7785;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:33:33.7785;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:34:07.1505;Raven.Database.Server.HttpServer;Debug;Request #  16: GET     -    26 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-2072228932;
2012-01-12 22:34:07.1605;Raven.Database.Server.HttpServer;Debug;Request #  17: GET     -    29 ms - <default>  - 200 - /stats?noCache=1434488246;
2012-01-12 22:39:54.6900;Raven.Database.Server.HttpServer;Debug;Request #  18: GET     -    28 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1400066535;
2012-01-12 22:39:54.7000;Raven.Database.Server.HttpServer;Debug;Request #  19: GET     -    30 ms - <default>  - 200 - /stats?noCache=895673382;
2012-01-12 22:43:33.7123;Raven.Database.Indexing.WorkContext;Debug;Not work was found, workerWorkCounter: 4, currentWorkCounter: 4, will wait for additional work;
2012-01-12 22:44:58.9464;Raven.Database.Server.HttpServer;Debug;Request #  20: GET     -    47 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1319285046;
2012-01-12 22:44:58.9464;Raven.Database.Server.HttpServer;Debug;Request #  21: GET     -    49 ms - <default>  - 200 - /stats?noCache=1441539725;
2012-01-12 22:45:17.0775;Raven.Database.Server.HttpServer;Debug;Request #  22: GET     -    28 ms - <default>  - 200 - /stats?noCache=-2050905465;
2012-01-12 22:45:17.0775;Raven.Database.Server.HttpServer;Debug;Request #  23: GET     -    29 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-13411499;
2012-01-12 22:45:29.1685;Raven.Database.Server.HttpServer;Debug;Request #  24: GET     -    26 ms - <default>  - 200 - /stats?noCache=-231695275;
2012-01-12 22:45:29.1685;Raven.Database.Server.HttpServer;Debug;Request #  25: GET     -    27 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1117822343;
2012-01-12 22:45:35.2485;Raven.Database.Server.HttpServer;Debug;Request #  26: GET     -    75 ms - <default>  - 200 - /stats?noCache=-1365395452;
2012-01-12 22:45:53.2895;Raven.Database.Server.HttpServer;Debug;Request #  27: GET     -    26 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1916399831;
2012-01-12 22:45:59.3095;Raven.Database.Server.HttpServer;Debug;Request #  28: GET     -    26 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1007028245;
2012-01-12 22:45:59.3195;Raven.Database.Server.HttpServer;Debug;Request #  29: GET     -    29 ms - <default>  - 200 - /stats?noCache=1643957887;
2012-01-12 22:46:01.4695;Raven.Database.Server.HttpServer;Debug;Request #  30: GET     -   101 ms - <default>  - 200 - /databases/?noCache=-422775951;
2012-01-12 22:46:05.3605;Raven.Database.Server.HttpServer;Debug;Request #  31: GET     -    52 ms - <default>  - 200 - /stats?noCache=-16329445;
2012-01-12 22:46:05.3605;Raven.Database.Server.HttpServer;Debug;Request #  32: GET     -    55 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-683915532;
2012-01-12 22:46:17.4105;Raven.Database.Server.HttpServer;Debug;Request #  33: GET     -    27 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1846515854;
2012-01-12 22:46:23.4616;Raven.Database.Server.HttpServer;Debug;Request #  34: GET     -    73 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-2130760870;
2012-01-12 22:46:23.4616;Raven.Database.Server.HttpServer;Debug;Request #  35: GET     -    75 ms - <default>  - 200 - /stats?noCache=1561756403;
2012-01-12 22:46:29.5016;Raven.Database.Server.HttpServer;Debug;Request #  36: GET     -    42 ms - <default>  - 200 - /stats?noCache=-1862047898;
2012-01-12 22:46:29.5016;Raven.Database.Server.HttpServer;Debug;Request #  37: GET     -    44 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1990493073;
2012-01-12 22:46:35.5126;Raven.Database.Server.HttpServer;Debug;Request #  38: GET     -    42 ms - <default>  - 200 - /stats?noCache=1724702979;
2012-01-12 22:46:35.5126;Raven.Database.Server.HttpServer;Debug;Request #  39: GET     -    51 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-919657171;
2012-01-12 22:47:04.3546;Raven.Database.Server.HttpServer;Debug;Request #  40: GET     - 4.781 ms - <default>  - 200 - /stats?noCache=-29704895;
2012-01-12 22:47:04.3546;Raven.Database.Server.HttpServer;Debug;Request #  41: GET     - 4.782 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1405768793;
2012-01-12 22:47:15.7856;Raven.Database.Server.HttpServer;Debug;Request #  42: GET     -    73 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-781287675;
2012-01-12 22:47:15.7856;Raven.Database.Server.HttpServer;Debug;Request #  43: GET     -    73 ms - <default>  - 200 - /stats?noCache=-713775182;
2012-01-12 22:47:21.7556;Raven.Database.Server.HttpServer;Debug;Request #  44: GET     -    63 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1501856726;
2012-01-12 22:47:21.7556;Raven.Database.Server.HttpServer;Debug;Request #  45: GET     -    66 ms - <default>  - 200 - /stats?noCache=1323984637;
2012-01-12 22:47:39.8067;Raven.Database.Server.HttpServer;Debug;Request #  46: GET     -    35 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1256546257;
2012-01-12 22:47:39.8167;Raven.Database.Server.HttpServer;Debug;Request #  47: GET     -    39 ms - <default>  - 200 - /stats?noCache=1747647620;
2012-01-12 22:47:45.9167;Raven.Database.Server.HttpServer;Debug;Request #  48: GET     -    60 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1438591488;
2012-01-12 22:47:45.9167;Raven.Database.Server.HttpServer;Debug;Request #  49: GET     -    61 ms - <default>  - 200 - /stats?noCache=-1976764612;
2012-01-12 22:47:51.9477;Raven.Database.Server.HttpServer;Debug;Request #  50: GET     -    56 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=2127805501;
2012-01-12 22:47:51.9577;Raven.Database.Server.HttpServer;Debug;Request #  51: GET     -    59 ms - <default>  - 200 - /stats?noCache=1925483763;
2012-01-12 22:47:57.9877;Raven.Database.Server.HttpServer;Debug;Request #  52: GET     -    34 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=797908834;
2012-01-12 22:47:57.9877;Raven.Database.Server.HttpServer;Debug;Request #  53: GET     -    36 ms - <default>  - 200 - /stats?noCache=1418336936;
2012-01-12 22:48:02.8877;Raven.Database.Server.HttpServer;Debug;Request #  54: GET     -   873 ms - <default>  - 200 - /databases/?noCache=99758674;
2012-01-12 22:48:05.0377;Raven.Database.Server.HttpServer;Debug;Request #  55: GET     - 1.068 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=45444656;
2012-01-12 22:48:05.0377;Raven.Database.Server.HttpServer;Debug;Request #  56: GET     - 1.071 ms - <default>  - 200 - /stats?noCache=1756359409;
2012-01-12 22:48:13.2587;Raven.Database.Server.HttpServer;Debug;Request #  57: GET     - 2.265 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1737363832;
2012-01-12 22:48:13.2587;Raven.Database.Server.HttpServer;Debug;Request #  58: GET     - 2.267 ms - <default>  - 200 - /stats?noCache=627187138;
2012-01-12 22:48:19.3087;Raven.Database.Server.HttpServer;Debug;Request #  59: GET     -   215 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=557445624;
2012-01-12 22:48:19.3087;Raven.Database.Server.HttpServer;Debug;Request #  60: GET     -   216 ms - <default>  - 200 - /stats?noCache=654478498;
2012-01-12 22:48:25.1787;Raven.Database.Server.HttpServer;Debug;Request #  61: GET     -   105 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=231853960;
2012-01-12 22:48:25.1787;Raven.Database.Server.HttpServer;Debug;Request #  62: GET     -   107 ms - <default>  - 200 - /stats?noCache=2088311005;
2012-01-12 22:48:31.1997;Raven.Database.Server.HttpServer;Debug;Request #  63: GET     -    98 ms - <default>  - 200 - /stats?noCache=770424454;
2012-01-12 22:48:31.2497;Raven.Database.Server.HttpServer;Debug;Request #  64: GET     -   149 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1856985329;
2012-01-12 22:48:41.7707;Raven.Database.Server.HttpServer;Debug;Request #  65: GET     - 4.613 ms - <default>  - 200 - /stats?noCache=1342117313;
2012-01-12 22:48:41.7707;Raven.Database.Server.HttpServer;Debug;Request #  66: GET     - 4.614 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=317742327;
2012-01-12 22:48:47.3208;Raven.Database.Server.HttpServer;Debug;Request #  67: GET     -   168 ms - <default>  - 200 - /stats?noCache=1357940743;
2012-01-12 22:48:47.3208;Raven.Database.Server.HttpServer;Debug;Request #  68: GET     -   169 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-575053774;
2012-01-12 22:48:53.3708;Raven.Database.Server.HttpServer;Debug;Request #  69: GET     -   157 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-667742535;
2012-01-12 22:48:53.3708;Raven.Database.Server.HttpServer;Debug;Request #  70: GET     -   160 ms - <default>  - 200 - /stats?noCache=-1155781653;
2012-01-12 22:48:59.3418;Raven.Database.Server.HttpServer;Debug;Request #  71: GET     -   103 ms - <default>  - 200 - /stats?noCache=1000252425;
2012-01-12 22:48:59.3618;Raven.Database.Server.HttpServer;Debug;Request #  72: GET     -   124 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1620993980;
2012-01-12 22:49:05.4018;Raven.Database.Server.HttpServer;Debug;Request #  73: GET     -    83 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=278067906;
2012-01-12 22:49:05.4018;Raven.Database.Server.HttpServer;Debug;Request #  74: GET     -    84 ms - <default>  - 200 - /stats?noCache=401348924;
2012-01-12 22:49:11.4018;Raven.Database.Server.HttpServer;Debug;Request #  75: GET     -   104 ms - <default>  - 200 - /stats?noCache=1431566044;
2012-01-12 22:49:11.4418;Raven.Database.Server.HttpServer;Debug;Request #  76: GET     -   144 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1109524013;
2012-01-12 22:49:17.5128;Raven.Database.Server.HttpServer;Debug;Request #  77: GET     -   193 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=989974638;
2012-01-12 22:49:17.5128;Raven.Database.Server.HttpServer;Debug;Request #  78: GET     -   197 ms - <default>  - 200 - /stats?noCache=1998061475;
2012-01-12 22:49:23.5628;Raven.Database.Server.HttpServer;Debug;Request #  79: GET     -   182 ms - <default>  - 200 - /stats?noCache=-1036413287;
2012-01-12 22:49:23.5828;Raven.Database.Server.HttpServer;Debug;Request #  80: GET     -   202 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1887835152;
2012-01-12 22:49:29.5828;Raven.Database.Server.HttpServer;Debug;Request #  81: GET     -   168 ms - <default>  - 200 - /stats?noCache=1377644054;
2012-01-12 22:49:29.5928;Raven.Database.Server.HttpServer;Debug;Request #  82: GET     -   181 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=116298013;
2012-01-12 22:49:35.6538;Raven.Database.Server.HttpServer;Debug;Request #  83: GET     -   210 ms - <default>  - 200 - /stats?noCache=756076005;
2012-01-12 22:49:35.6538;Raven.Database.Server.HttpServer;Debug;Request #  84: GET     -   211 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1814720707;
2012-01-12 22:49:41.6738;Raven.Database.Server.HttpServer;Debug;Request #  85: GET     -   194 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=1220961787;
2012-01-12 22:49:41.6738;Raven.Database.Server.HttpServer;Debug;Request #  86: GET     -   196 ms - <default>  - 200 - /stats?noCache=961773423;
2012-01-12 22:49:47.6238;Raven.Database.Server.HttpServer;Debug;Request #  87: GET     -   104 ms - <default>  - 200 - /stats?noCache=-1219080765;
2012-01-12 22:49:47.6738;Raven.Database.Server.HttpServer;Debug;Request #  88: GET     -   152 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=959965838;
2012-01-12 22:49:53.6748;Raven.Database.Server.HttpServer;Debug;Request #  89: GET     -   138 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=424031302;
2012-01-12 22:49:53.6848;Raven.Database.Server.HttpServer;Debug;Request #  90: GET     -   144 ms - <default>  - 200 - /stats?noCache=-2090930449;
2012-01-12 22:49:59.8149;Raven.Database.Server.HttpServer;Debug;Request #  91: GET     -   196 ms - <default>  - 200 - /stats?noCache=-32909402;
2012-01-12 22:49:59.9149;Raven.Database.Server.HttpServer;Debug;Request #  92: GET     -   293 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1093067146;
2012-01-12 22:50:03.7249;Raven.Database.Server.HttpServer;Debug;Request #  93: GET     -    60 ms - <default>  - 200 - /databases/?noCache=-1266971106;
2012-01-12 22:50:05.7649;Raven.Database.Server.HttpServer;Debug;Request #  94: GET     -   122 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1941889073;
2012-01-12 22:50:05.7649;Raven.Database.Server.HttpServer;Debug;Request #  95: GET     -   125 ms - <default>  - 200 - /stats?noCache=967517746;
2012-01-12 22:50:12.2159;Raven.Database.Server.HttpServer;Debug;Request #  96: GET     -   514 ms - <default>  - 200 - /stats?noCache=1552065065;
2012-01-12 22:50:12.6359;Raven.Database.Server.HttpServer;Debug;Request #  97: GET     -   928 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=2013337651;
2012-01-12 22:50:17.8859;Raven.Database.Server.HttpServer;Debug;Request #  98: GET     -   122 ms - <default>  - 200 - /stats?noCache=504530318;
2012-01-12 22:50:17.8959;Raven.Database.Server.HttpServer;Debug;Request #  99: GET     -   135 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=569929519;
2012-01-12 22:50:24.2059;Raven.Database.Server.HttpServer;Debug;Request # 100: GET     -   401 ms - <default>  - 200 - /stats?noCache=-1502056382;
2012-01-12 22:50:24.3559;Raven.Database.Server.HttpServer;Debug;Request # 101: GET     -   555 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1084645471;
2012-01-12 22:50:29.8969;Raven.Database.Server.HttpServer;Debug;Request # 102: GET     -    68 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-427406265;
2012-01-12 22:50:29.8969;Raven.Database.Server.HttpServer;Debug;Request # 103: GET     -    64 ms - <default>  - 200 - /stats?noCache=-1373163789;
2012-01-12 22:50:36.0869;Raven.Database.Server.HttpServer;Debug;Request # 104: GET     -   245 ms - <default>  - 200 - /stats?noCache=1407782023;
2012-01-12 22:50:36.1669;Raven.Database.Server.HttpServer;Debug;Request # 105: GET     -   321 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-394697638;
2012-01-12 22:50:41.9969;Raven.Database.Server.HttpServer;Debug;Request # 106: GET     -   142 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-328928457;
2012-01-12 22:50:41.9969;Raven.Database.Server.HttpServer;Debug;Request # 107: GET     -   143 ms - <default>  - 200 - /stats?noCache=-215738935;
2012-01-12 22:50:48.1579;Raven.Database.Server.HttpServer;Debug;Request # 108: GET     -   236 ms - <default>  - 200 - /stats?noCache=-2048502475;
2012-01-12 22:50:48.3979;Raven.Database.Server.HttpServer;Debug;Request # 109: GET     -   476 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=297850684;
2012-01-12 22:50:54.0779;Raven.Database.Server.HttpServer;Debug;Request # 110: GET     -   100 ms - <default>  - 200 - /stats?noCache=1762607033;
2012-01-12 22:50:54.0779;Raven.Database.Server.HttpServer;Debug;Request # 111: GET     -   100 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=128959550;
2012-01-12 22:51:00.2479;Raven.Database.Server.HttpServer;Debug;Request # 112: GET     -   262 ms - <default>  - 200 - /stats?noCache=586508422;
2012-01-12 22:51:00.3279;Raven.Database.Server.HttpServer;Debug;Request # 113: GET     -   346 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-760195336;
2012-01-12 22:51:06.0589;Raven.Database.Server.HttpServer;Debug;Request # 114: GET     -    53 ms - <default>  - 200 - /stats?noCache=1992165577;
2012-01-12 22:51:06.0789;Raven.Database.Server.HttpServer;Debug;Request # 115: GET     -    83 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-395278018;
2012-01-12 22:51:12.3790;Raven.Database.Server.HttpServer;Debug;Request # 116: GET     -   318 ms - <default>  - 200 - /stats?noCache=817683033;
2012-01-12 22:51:12.5590;Raven.Database.Server.HttpServer;Debug;Request # 117: GET     -   498 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=150838065;
2012-01-12 22:51:18.2090;Raven.Database.Server.HttpServer;Debug;Request # 118: GET     -    79 ms - <default>  - 200 - /stats?noCache=120048776;
2012-01-12 22:51:18.2090;Raven.Database.Server.HttpServer;Debug;Request # 119: GET     -    80 ms - <default>  - 200 - /terms/Raven/DocumentsByEntityName?field=Tag&fromValue=&pageSize=100&noCache=-1128395053;
